Customer ID,Age,Current Customer,Years at address,Employment status,Country,Current debt,Income,Own home,CCJs,Loan amount,Outcome
979431,56,No,37,Unemployed,UK,8380,53000,Own,2,47823,Paid
771718,21,No,3,Self Employed,UK,8260,42000,Own,3,26356,Paid
673173,85,No,62,Unemployed,UK,290,47500,Mortgage,0,10257,Paid
813939,62,Yes,43,Unemployed,UK,9790,12500,Own,3,3902,Defaulted
870360,73,Yes,30,Unemployed,UK,7240,23000,Rent,0,20771,Paid
666371,22,Yes,3,Self Employed,UK,3880,26500,Mortgage,0,17311,Paid
889045,85,Yes,2,Unemployed,UK,7340,46000,Own,0,28556,Paid
619329,79,No,27,Self Employed,UK,0,43000,Rent,2,23590,Defaulted
879806,81,No,15,Self Employed,UK,1800,17500,Own,0,2129,Paid
946361,27,No,1,Unemployed,UK,4970,33500,Mortgage,0,23788,Defaulted
1039259,78,No,8,Unemployed,UK,1400,53500,Own,0,12001,Paid
979034,43,No,17,Unemployed,UK,4230,38000,Rent,3,14741,Paid
589831,65,Yes,9,Employed,UK,8580,47500,Own,2,20023,Paid
932081,75,No,57,Unemployed,UK,3370,42500,Own,0,28604,Paid
788967,34,No,2,Unemployed,UK,10,43500,Mortgage,1,36778,Paid
724546,65,Yes,46,Unemployed,France,7100,27500,Own,3,3238,Paid
670662,87,No,51,Employed,UK,30,40500,Own,2,34004,Paid
861461,38,Yes,7,Employed,UK,6390,10500,Mortgage,0,4966,Defaulted
723607,32,No,14,Unemployed,UK,7410,42500,Own,1,32133,Paid
988676,39,Yes,2,Self Employed,UK,5490,30000,Mortgage,1,13827,Defaulted
995019,58,No,32,Self Employed,UK,6220,42500,Mortgage,0,31126,Paid
642032,58,No,17,Employed,UK,60,45000,Rent,1,37036,Defaulted
562809,82,Yes,64,Self Employed,UK,3320,15000,Own,2,11419,Paid
585835,43,No,4,Self Employed,UK,2010,27500,Mortgage,3,17358,Defaulted
936973,62,No,1,Employed,UK,920,21500,Mortgage,0,18444,Defaulted
784682,67,No,33,Self Employed,UK,9330,47500,Own,1,5696,Paid
1075577,39,No,16,Self Employed,UK,2480,28500,Mortgage,2,8813,Defaulted
707817,75,No,57,Self Employed,UK,2200,42500,Own,0,14812,Paid
770630,22,Yes,2,Self Employed,UK,3380,45000,Own,0,21107,Defaulted
972772,58,Yes,33,Self Employed,UK,9270,23000,Mortgage,1,4732,Paid
916104,69,Yes,46,Self Employed,UK,4370,52000,Own,0,19630,Paid
558337,27,Yes,9,Employed,UK,5510,35500,Own,3,1072,Defaulted
1056971,77,Yes,5,Self Employed,UK,3450,44500,Own,3,19330,Defaulted
857554,18,No,1,Self Employed,UK,1220,37500,Mortgage,0,28323,Paid
885331,18,Yes,1,Self Employed,UK,7690,30000,Mortgage,0,11729,Defaulted
971376,43,No,14,Self Employed,UK,40,28500,Own,3,10003,Defaulted
584190,33,Yes,10,Self Employed,UK,50,47500,Own,0,24551,Paid
952069,67,Yes,32,Self Employed,UK,1640,34500,Mortgage,2,11344,Paid
614205,69,Yes,39,Employed,UK,80,51000,Mortgage,1,13592,Paid
852717,72,Yes,20,Employed,UK,1420,38500,Mortgage,0,1078,Paid
638775,29,No,10,Unemployed,UK,420,54500,Rent,0,36234,Defaulted
1106967,78,Yes,1,Unemployed,UK,9030,45500,Own,2,20275,Defaulted
950938,44,Yes,17,Self Employed,UK,30,45500,Mortgage,1,15662,Paid
692470,17,Yes,1,Employed,UK,8940,47000,Mortgage,0,5315,Defaulted
675020,60,Yes,37,Unemployed,UK,290,38500,Own,0,26451,Paid
627740,59,No,15,Employed,UK,4010,29000,Own,0,22894,Paid
828265,40,No,9,Self Employed,UK,4450,10500,Own,0,2619,Paid
977889,52,Yes,14,Self Employed,UK,4850,31500,Rent,0,14754,Paid
632087,76,No,11,Employed,UK,9580,25000,Rent,1,21016,Defaulted
916945,44,No,21,Self Employed,UK,6160,21000,Rent,2,11405,Paid
646863,27,Yes,1,Self Employed,UK,6580,44000,Own,0,9681,Defaulted
888473,69,Yes,13,Employed,UK,7040,37000,Mortgage,1,22632,Paid
714321,52,Yes,14,Self Employed,UK,2330,24500,Own,0,18818,Paid
733559,53,No,9,Self Employed,UK,40,35500,Mortgage,0,27599,Paid
857218,68,Yes,35,Self Employed,UK,1110,32000,Own,0,22353,Paid
796300,38,No,1,Self Employed,UK,600,19000,Own,0,5404,Defaulted
807849,18,No,1,Self Employed,UK,1090,34500,Own,2,10288,Paid
613238,30,No,12,Self Employed,UK,1020,28000,Own,2,14713,Defaulted
933300,56,No,33,Self Employed,UK,160,38500,Own,0,34373,Defaulted
961859,58,No,30,Self Employed,UK,1890,36500,Own,1,33368,Paid
1008898,37,No,3,Unemployed,UK,8690,44000,Own,1,14937,Paid
907510,85,No,14,Unemployed,UK,4770,50000,Own,2,32952,Defaulted
962995,42,Yes,5,Unemployed,UK,1560,43500,Rent,3,6579,Defaulted
785757,85,No,52,Employed,UK,9980,37000,Rent,0,9194,Paid
883567,54,No,26,Unemployed,UK,7140,54000,Own,0,50405,Defaulted
928301,57,Yes,14,Unemployed,UK,1020,20500,Mortgage,2,19796,Defaulted
586905,34,No,2,Self Employed,UK,8450,45500,Own,1,40907,Defaulted
767684,17,No,1,Unemployed,UK,7380,46500,Mortgage,2,1365,Defaulted
1093459,42,No,13,Self Employed,UK,180,47500,Rent,2,24035,Defaulted
989560,22,No,1,Self Employed,UK,4290,52500,Mortgage,2,1145,Defaulted
1004017,72,No,37,Self Employed,UK,2690,46500,Mortgage,3,28848,Defaulted
585553,19,No,1,Unemployed,UK,5610,32500,Rent,1,5150,Paid
571683,38,No,10,Employed,UK,7120,27000,Mortgage,1,9582,Defaulted
1058044,27,Yes,3,Employed,UK,160,45500,Own,0,38361,Paid
1046284,50,Yes,2,Unemployed,UK,2440,51500,Mortgage,3,47751,Defaulted
769820,88,Yes,34,Self Employed,UK,10,54500,Own,0,42197,Paid
1060099,80,No,18,Self Employed,UK,4550,53000,Mortgage,1,49227,Paid
825196,57,No,34,Employed,UK,780,40000,Rent,1,20918,Paid
653444,41,Yes,15,Unemployed,UK,8800,54000,Own,0,37542,Defaulted
1041732,62,Yes,28,Unemployed,UK,1400,39500,Own,1,10780,Paid
983329,43,No,4,Self Employed,UK,5240,22500,Own,1,16352,Paid
844118,62,Yes,18,Self Employed,UK,570,53000,Own,2,32777,Defaulted
820449,43,No,18,Employed,UK,5330,33500,Own,1,21544,Defaulted
870913,47,No,12,Self Employed,UK,0,28500,Own,1,1238,Paid
656689,56,Yes,12,Employed,UK,1390,43500,Rent,0,354,Paid
964848,65,No,19,Self Employed,UK,5560,28000,Rent,0,3727,Paid
985402,28,No,8,Self Employed,UK,0,42000,Mortgage,2,20240,Defaulted
880339,52,Yes,22,Unemployed,UK,3420,33500,Own,2,22286,Defaulted
680695,34,Yes,14,Self Employed,UK,7090,53000,Own,2,28251,Defaulted
1030412,39,No,2,Unemployed,UK,1060,54000,Mortgage,1,9349,Paid
1094934,50,Yes,20,Self Employed,UK,1630,46500,Own,0,28449,Paid
641218,32,Yes,1,Employed,UK,1250,36000,Rent,2,25021,Defaulted
1096123,64,No,12,Self Employed,UK,8150,44000,Mortgage,1,7832,Defaulted
1000803,54,Yes,34,Employed,UK,3660,25500,Mortgage,0,9713,Paid
1102959,47,No,13,Unemployed,UK,6420,49500,Rent,0,21857,Defaulted
964396,26,No,8,Unemployed,UK,380,36000,Own,0,26269,Defaulted
862474,41,No,22,Employed,UK,130,31500,Mortgage,0,25260,Defaulted
966391,64,Yes,6,Unemployed,UK,5000,45000,Own,1,5928,Paid
711677,80,No,4,Unemployed,UK,50,52500,Rent,0,28034,Paid
952608,70,No,11,Self Employed,UK,990,44500,Rent,3,29350,Defaulted
717437,17,No,1,Self Employed,UK,5900,37500,Rent,3,35840,Defaulted
994229,17,No,1,Self Employed,UK,100,31500,Own,3,947,Defaulted
1057275,50,Yes,8,Unemployed,UK,4380,54500,Own,1,12464,Paid
760702,42,No,16,Self Employed,UK,80,31000,Own,0,18932,Paid
659646,31,Yes,5,Self Employed,UK,4580,35500,Mortgage,0,13836,Defaulted
755253,24,Yes,4,Unemployed,UK,3910,17500,Mortgage,1,3530,Defaulted
1060402,35,No,11,Employed,UK,520,43000,Own,1,42038,Paid
991339,73,Yes,16,Self Employed,Germany,2170,42500,Mortgage,0,604,Paid
795106,23,No,3,Self Employed,UK,3920,52000,Mortgage,3,38960,Defaulted
1023381,77,Yes,59,Unemployed,UK,9180,46000,Own,1,13141,Defaulted
825563,84,Yes,2,Unemployed,UK,9780,49000,Own,2,33427,Paid
803893,42,No,23,Unemployed,UK,3610,27000,Own,0,24933,Defaulted
860741,86,No,28,Employed,UK,6580,21500,Own,0,865,Paid
569031,46,No,4,Self Employed,UK,60,25000,Rent,0,7972,Paid
1093475,59,No,31,Self Employed,UK,3120,49000,Own,1,16309,Paid
806279,46,No,28,Employed,UK,100,18500,Mortgage,0,7019,Defaulted
563398,51,Yes,7,Unemployed,UK,7700,44500,Rent,3,1125,Defaulted
1101767,83,Yes,4,Unemployed,UK,9770,23500,Own,0,14029,Defaulted
867911,57,No,9,Self Employed,UK,5540,54500,Rent,0,49354,Paid
946012,81,Yes,17,Self Employed,UK,4000,46000,Mortgage,3,28930,Defaulted
618927,48,No,21,Self Employed,UK,660,37500,Own,0,26407,Paid
969454,86,Yes,68,Unemployed,UK,1690,52000,Own,0,14310,Paid
961628,58,Yes,28,Unemployed,UK,10,50500,Mortgage,2,6988,Paid
627414,47,Yes,30,Employed,UK,9670,22500,Rent,2,13701,Defaulted
593375,88,Yes,54,Unemployed,UK,830,29500,Own,0,1287,Defaulted
844805,61,Yes,26,Self Employed,UK,0,38000,Own,0,4483,Paid
1083724,84,No,57,Employed,UK,7300,34000,Own,1,22417,Paid
968994,82,No,31,Employed,UK,40,38500,Rent,0,6843,Paid
908149,77,Yes,47,Unemployed,UK,1990,37000,Mortgage,0,30181,Paid
744844,45,No,18,Unemployed,UK,40,38500,Mortgage,3,29383,Defaulted
590617,60,No,9,Self Employed,UK,3430,47500,Own,2,27030,Paid
624572,80,Yes,58,Self Employed,UK,8960,42500,Own,3,39559,Defaulted
766059,70,Yes,16,Self Employed,UK,2350,17000,Rent,1,50,Defaulted
863196,70,No,52,Unemployed,UK,3850,15000,Mortgage,0,6423,Paid
679077,65,No,30,Unemployed,UK,5750,39500,Own,0,26800,Paid
833575,79,Yes,1,Unemployed,UK,6630,50000,Own,1,16705,Defaulted
707097,48,No,27,Self Employed,UK,1330,44500,Own,1,27999,Defaulted
653733,52,No,12,Employed,UK,2140,25000,Rent,1,2142,Defaulted
765719,75,No,11,Self Employed,UK,2250,19000,Mortgage,2,2948,Paid
844122,69,N,17,Employed,UK,6870,47000,Mortgage,0,23896,Defaulted
1073242,31,Yes,14,Self Employed,UK,1000,32000,Own,0,16978,Paid
611514,62,Yes,24,Self Employed,UK,4180,25000,Mortgage,0,12590,Paid
1040382,77,No,55,Self Employed,UK,3000,44500,Mortgage,1,8915,Paid
572572,36,No,12,Unemployed,UK,2660,16000,Own,0,15388,Paid
1052153,22,Yes,2,Unemployed,UK,3730,54500,Rent,3,18408,Defaulted
666836,64,Yes,23,Self Employed,UK,8010,50500,Own,1,4480,Defaulted
950950,70,Yes,23,Employed,UK,1880,54000,Rent,0,30275,Paid
871782,22,No,1,Self Employed,UK,3110,50500,Own,0,4397,Paid
600100,62,Yes,33,Self Employed,UK,5480,46500,Own,2,23670,Defaulted
1099114,57,Yes,36,Unemployed,UK,1180,27500,Own,1,10824,Paid
809629,41,No,23,Self Employed,UK,510,39500,Mortgage,0,9313,Paid
651363,28,No,9,Unemployed,UK,0,45500,Mortgage,1,28298,Paid
871806,37,Yes,8,Self Employed,UK,5380,48500,Own,2,15354,Defaulted
985856,36,No,10,Self Employed,UK,2150,34500,Own,0,12971,Paid
632366,79,No,12,Employed,UK,8310,45500,Own,3,13235,Defaulted
1026140,61,Yes,13,Employed,UK,5930,44000,Own,0,8485,Paid
808540,74,No,8,Unemployed,UK,5460,45500,Mortgage,1,8659,Paid
622494,68,No,29,Self Employed,UK,70,50500,Mortgage,0,6537,Paid
971848,25,No,7,Unemployed,UK,4080,47500,Own,1,94,Paid
940634,82,No,21,Self Employed,UK,3640,44000,Mortgage,0,19519,Paid
740494,24,No,6,Unemployed,UK,5830,47500,Mortgage,2,26615,Paid
1051389,80,Yes,29,Unemployed,UK,220,38000,Mortgage,0,33129,Paid
1019205,58,Yes,3,Self Employed,UK,5060,32000,Own,0,4145,Defaulted
868238,81,Yes,24,Self Employed,UK,4760,25500,Mortgage,1,11392,Defaulted
723685,38,Yes,11,Employed,UK,6040,29500,Own,0,13857,Paid
640160,51,Yes,32,Self Employed,UK,460,19500,Mortgage,1,14602,Paid
728205,82,Yes,13,Self Employed,UK,530,28500,Own,1,4029,Paid
792806,24,No,1,Self Employed,UK,4700,35500,Own,2,16771,Defaulted
655090,68,Yes,12,Unemployed,UK,160,26000,Own,0,9607,Paid
999101,77,Yes,14,Self Employed,UK,2790,36500,Own,0,19481,Defaulted
870898,30,Yes,1,Unemployed,UK,760,33000,Own,0,8529,Paid
930259,49,No,16,Self Employed,UK,6410,42500,Mortgage,0,6216,Paid
633971,51,No,24,Employed,UK,9540,51500,Own,1,33593,Defaulted
947520,76,Yes,35,Self Employed,UK,2490,47500,Mortgage,1,25381,Defaulted
730480,58,Yes,23,Self Employed,UK,2130,34000,Own,1,24789,Paid
1030721,69,No,29,Self Employed,UK,1390,54500,Own,1,53022,Paid
738446,25,No,4,Self Employed,UK,360,47000,Mortgage,2,45965,Paid
799563,77,No,60,Self Employed,UK,8090,31500,Rent,0,29043,Defaulted
660547,89,Yes,71,Unemployed,UK,5000,29000,Mortgage,0,26393,Paid
943878,61,No,41,Self Employed,UK,750,16500,Mortgage,0,5304,Paid
803168,37,Yes,17,Unemployed,UK,6320,50500,Own,1,11260,Defaulted
926252,67,No,2,Self Employed,UK,6010,21000,Own,0,6197,Paid
896184,66,Yes,28,Self Employed,UK,3280,17000,Own,1,7275,Paid
792396,53,No,12,Unemployed,UK,1230,54500,Rent,0,10407,Defaulted
664616,62,No,20,Unemployed,UK,1250,23000,Own,2,3054,Defaulted
603539,79,Yes,2,Unemployed,UK,710,36500,Rent,0,14830,Paid
610680,17,No,1,Self Employed,UK,9780,53000,Rent,3,38905,Defaulted
893890,66,No,32,Employed,UK,140,14500,Own,0,732,Defaulted
1110511,26,Yes,5,Unemployed,UK,7170,52500,Mortgage,0,27826,Paid
601299,56,Yes,36,Self Employed,UK,4040,53000,Mortgage,2,18810,Defaulted
775222,88,No,39,Employed,UK,930,28000,Own,1,6641,Paid
889521,55,Yes,17,Unemployed,UK,8180,32500,Rent,2,17713,Defaulted
668919,50,Yes,27,Self Employed,UK,1140,49000,Own,1,14918,Paid
807675,45,No,12,Self Employed,UK,1520,53000,Own,3,48799,Paid
678376,39,No,300,Self Employed,UK,9880,34000,Own,2,21621,Defaulted
828857,39,No,4,Self Employed,UK,9970,41000,Mortgage,3,29456,Defaulted
930975,73,No,4,Unemployed,UK,9300,50000,Rent,0,5521,Defaulted
671629,20,Yes,3,Self Employed,UK,60,48500,Own,3,22536,Defaulted
623964,41,Yes,14,Self Employed,UK,120,53500,Own,1,23835,Paid
1046558,81,Yes,46,Unemployed,UK,2370,45000,Own,0,17252,Paid
725210,64,No,44,Unemployed,UK,380,35000,Own,2,10886,Paid
700336,24,Yes,5,Self Employed,UK,1760,39500,Mortgage,2,21861,Paid
1040643,24,No,3,Unemployed,UK,8990,24000,Rent,0,481,Defaulted
1108939,58,No,39,Unemployed,UK,950,39500,Mortgage,0,23151,Defaulted
895230,33,Yes,11,Employed,UK,560,9500,Mortgage,0,5880,Paid
778872,38,No,2,Self Employed,UK,3860,33000,Own,0,983,Paid
761839,18,No,1,Unemployed,UK,9800,45500,Own,0,40732,Defaulted
1099138,28,Yes,10,Self Employed,UK,6090,14000,Own,0,4880,Paid
700310,30,Yes,13,Unemployed,UK,5170,37500,Mortgage,1,36389,Paid
618589,39,Yes,15,Self Employed,UK,3370,30000,Own,0,2124,Paid
1079319,25,Yes,5,Unemployed,UK,160,50000,Own,1,38577,Paid
660406,40,Yes,5,Unemployed,UK,210,24000,Own,0,19064,Paid
852568,51,No,23,Unemployed,UK,5840,51000,Own,0,28359,Paid
576570,27,No,10,Unemployed,UK,7230,50000,Own,1,33061,Paid
1102853,54,Yes,10,Self Employed,UK,2040,36500,Own,2,18000,Defaulted
1041965,36,Yes,6,Self Employed,UK,120,21000,Mortgage,3,11230,Defaulted
967330,41,No,23,Self Employed,UK,1730,50500,Own,2,31588,Defaulted
761731,87,Yes,64,Employed,UK,4380,28000,Rent,3,4750,Defaulted
955339,45,No,13,Self Employed,UK,1590,24500,Mortgage,0,19610,Paid
965652,49,Yes,22,Self Employed,UK,110,25000,Own,2,18260,Defaulted
780357,57,Yes,38,Self Employed,UK,440,50500,Own,1,25985,Paid
598761,71,Yes,34,Unemployed,UK,1570,49500,Rent,2,48100,Defaulted
873875,39,No,8,Self Employed,UK,2580,31000,Rent,2,13474,Defaulted
605086,85,Yes,52,Unemployed,UK,2240,16000,Own,0,11301,Defaulted
814255,21,Yes,2,Self Employed,UK,7150,22000,Mortgage,0,2580,Paid
1025707,60,Yes,1,Employed,UK,6530,40500,Mortgage,0,12663,Paid
577612,62,N,21,Employed,UK,400,23500,Own,0,20829,Paid
916259,17,No,1,Self Employed,UK,5330,52500,Mortgage,3,4282,Defaulted
570099,86,No,54,Employed,UK,2620,51000,Rent,0,46634,Paid
886632,37,Yes,1,Self Employed,UK,4600,28000,Own,2,16169,Defaulted
970114,55,No,1,Self Employed,UK,2060,53000,Mortgage,0,5764,Paid
1053088,30,No,3,Unemployed,UK,7380,31500,Own,0,13840,Defaulted
842084,78,No,34,Self Employed,UK,5370,51000,Mortgage,0,26201,Paid
794317,31,Yes,8,Employed,UK,1600,53000,Own,3,32584,Defaulted
1037519,89,Yes,3,Self Employed,UK,240,52000,Own,2,7660,Defaulted
804108,26,Yes,4,Self Employed,UK,290,52000,Own,0,48176,Paid
789152,31,Yes,8,Self Employed,UK,700,50500,Own,0,8112,Defaulted
1022878,42,No,7,Unemployed,UK,3430,40500,Own,0,33896,Paid
703863,27,Yes,1,Unemployed,UK,6820,45500,Mortgage,0,364,Defaulted
838544,23,No,4,Unemployed,UK,5000,53500,Mortgage,0,1793,Paid
573122,34,No,11,Self Employed,UK,320,45500,Own,2,32444,Defaulted
763149,38,No,8,Self Employed,UK,6350,39000,Rent,0,8442,Paid
959395,18,Yes,1,Unemployed,UK,5180,28000,Rent,1,236,Paid
873646,82,No,31,Self Employed,UK,2620,31000,Rent,0,18841,Paid
893869,60,Yes,6,Unemployed,UK,1490,36000,Mortgage,0,2912,Defaulted
1101812,65,Yes,10,Self Employed,UK,7840,48000,Own,0,35,Paid
609289,44,No,10,Unemployed,UK,110,17500,Own,0,5256,Paid
721359,80,Yes,12,Employed,UK,5110,46500,Mortgage,0,16516,Paid
933691,53,Yes,4,Self Employed,UK,6290,38500,Rent,3,11454,Defaulted
656867,25,Yes,8,Self Employed,UK,3960,30500,Own,2,3895,Paid
688861,64,Yes,24,Self Employed,UK,950,29000,Own,0,15844,Paid
825294,75,No,13,Self Employed,UK,3400,43000,Mortgage,2,8763,Defaulted
1070539,68,Yes,51,Employed,UK,100,52500,Mortgage,0,26198,Defaulted
605883,45,Yes,24,Unemployed,UK,7500,48500,Rent,1,9990,Paid
924830,43,Yes,24,Self Employed,UK,0,24000,Own,0,7152,Paid
688707,21,No,2,Unemployed,UK,220,42500,Own,1,12888,Paid
971123,43,No,14,Unemployed,UK,1380,49000,Own,2,43222,Defaulted
805408,23,Yes,4,Employed,UK,210,49000,Own,2,10045,Paid
928364,68,Yes,30,Unemployed,UK,750,35500,Own,0,13094,Paid
787984,77,Yes,45,Employed,UK,570,49000,Mortgage,0,12656,Paid
621833,86,Yes,50,Self Employed,UK,2710,46000,Own,2,2729,Defaulted
810887,40,Yes,8,Unemployed,UK,8310,38000,Mortgage,1,6237,Defaulted
675948,47,Yes,17,Self Employed,UK,1830,41500,Rent,3,2419,Defaulted
710927,84,Yes,43,Self Employed,UK,4800,53000,Own,0,32495,Paid
688001,39,No,13,Unemployed,UK,9520,48000,Rent,2,18866,Defaulted
967174,33,No,10,Self Employed,UK,8680,51000,Mortgage,0,25970,Paid
714939,22,No,4,Self Employed,UK,4830,45500,Own,1,9610,Paid
1098081,33,Yes,13,Self Employed,UK,3570,31500,Own,1,22562,Defaulted
994490,67,No,28,Self Employed,UK,10,54500,Own,0,28699,Defaulted
1044296,45,Yes,1,Unemployed,UK,4420,49000,Own,0,35694,Paid
1036016,77,No,34,Self Employed,UK,330,32500,Mortgage,0,23443,Defaulted
802874,81,Yes,36,Employed,UK,1400,49000,Mortgage,0,4639,Paid
584344,69,No,11,Self Employed,UK,0,52000,Mortgage,0,12758,Paid
975168,46,No,8,Self Employed,UK,9170,35000,Rent,0,12300,Paid
652278,48,No,7,Unemployed,UK,690,23500,Own,2,8184,Defaulted
888031,46,Yes,11,Self Employed,UK,400,42500,Rent,1,24909,Paid
730249,80,Yes,25,Self Employed,UK,7040,45500,Mortgage,1,31037,Paid
929364,71,Yes,2,Self Employed,UK,1400,44000,Mortgage,1,43029,Paid
717439,26,Yes,6,Self Employed,UK,7000,52000,Own,0,43816,Paid
980660,51,No,26,Self Employed,UK,3180,43000,Own,0,21276,Defaulted
887786,43,Yes,21,Self Employed,UK,5170,33000,Own,0,10696,Paid
1013379,34,Yes,5,Unemployed,UK,3880,39500,Mortgage,1,28915,Paid
831959,29,No,2,Self Employed,UK,2110,53500,Mortgage,3,38479,Defaulted
611927,68,H,6,Unemployed,UK,5340,31000,Rent,2,21572,Defaulted
1032666,19,Yes,2,Unemployed,UK,3120,28500,Own,0,22479,Defaulted
1014697,84,No,21,Unemployed,UK,9810,10000,Own,0,4793,Defaulted
740359,67,No,49,Employed,UK,1860,45000,Own,0,2148,Paid
1023722,61,No,9,Self Employed,UK,6410,52000,Mortgage,2,37846,Defaulted
1039818,68,No,16,Employed,UK,480,37000,Own,2,3000,Paid
683845,19,No,2,Unemployed,UK,7350,46500,Own,1,17791,Paid
1094806,43,No,10,Self Employed,UK,1790,49500,Mortgage,0,39247,Paid
692144,46,No,26,Self Employed,UK,7920,42000,Own,0,23247,Paid
640117,47,No,5,Unemployed,UK,3560,27000,Own,0,8699,Paid
555574,27,No,8,Unemployed,UK,650,49500,Rent,1,34001,Defaulted
1103323,88,Yes,20,Unemployed,UK,8940,46000,Mortgage,3,15045,Defaulted
787659,50,Yes,13,Self Employed,UK,4060,33000,Mortgage,3,12555,Defaulted
651410,73,Yes,38,Unemployed,UK,220,33500,Own,2,29870,Defaulted
994657,19,No,1,Self Employed,UK,2380,12500,Own,3,8817,Defaulted
646681,71,Yes,4,Self Employed,UK,280,42500,Own,0,7009,Paid
1005610,89,Yes,7,Self Employed,UK,2030,33000,Mortgage,1,12213,Paid
571409,55,Yes,6,Self Employed,UK,3130,48000,Own,3,28652,Paid
706920,84,No,42,Employed,UK,1730,30500,Own,0,5410,Paid
843527,18,Yes,1,Self Employed,UK,370,17000,Own,0,2478,Paid
731602,24,No,2,Unemployed,UK,80,29500,Mortgage,1,18010,Paid
786325,83,Yes,66,Self Employed,UK,200,29500,Mortgage,1,23172,Paid
929744,51,No,10,Unemployed,UK,1720,32500,Own,3,13557,Defaulted
955373,80,No,6,Self Employed,UK,9940,45500,Mortgage,0,19196,Paid
834294,32,Yes,13,Self Employed,UK,2400,41500,Own,1,15147,Paid
855779,72,No,55,Employed,UK,3410,13000,Own,3,8360,Defaulted
688515,73,No,34,Self Employed,UK,2150,48000,Own,2,45516,Defaulted
594488,82,Yes,59,Self Employed,UK,6100,37500,Mortgage,2,33225,Defaulted
576865,77,Yes,2,Self Employed,UK,2240,49000,Mortgage,0,22937,Defaulted
979868,76,Yes,7,Self Employed,UK,0,47000,Own,1,22921,Defaulted
716374,52,Yes,17,Self Employed,UK,6080,35000,Rent,1,25171,Paid
585587,49,Yes,3,Self Employed,UK,1790,39000,Mortgage,2,25163,Defaulted
780555,84,Yes,45,Unemployed,UK,590,35500,Mortgage,3,15581,Paid
1061267,19,No,1,Self Employed,UK,250,49000,Rent,1,39384,Paid
933203,50,No,18,Employed,UK,70,49500,Own,0,23379,Paid
668501,72,Yes,44,Unemployed,UK,0,47000,Own,0,44165,Paid
